Vendor_ID,Vendor_Name,Order Year,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Status_rate, Total Spend , Savings ,Defective_Rate,Comp_rate
Vendor_02,Beta_Supplies,2022,Office Supplies,Pending,1535,40.58,38.71,165,Yes,12.18," ? 59,419.85 "," ? 2,870.45 ",10.75,76%
Vendor_02,Beta_Supplies,2023,Raw Materials,Delivered,692,71.03,67.74,70,Yes,70.51," ? 46,876.08 "," ? 2,276.68 ",10.12,76%
Vendor_05,Gamma_Co,2022,MRO,Delivered,1842,32.4,28.08,96,Yes,72.03," ? 51,723.36 "," ? 7,957.44 ",5.21,86%
Vendor_02,Beta_Supplies,2023,Office Supplies,Cancelled,1078,18.34,17.41,102,Yes,8.97," ? 18,767.98 "," ? 1,002.54 ",9.46,76%
Vendor_03,Delta_Logistics,2023,Packaging,Delivered,1291,23.44,22.23,155,Yes,70.18," ? 28,698.93 "," ? 1,562.11 ",12.01,61%
Vendor_01,Alpha_Inc,2022,Electronics,Delivered,552,21.52,18.79,13,Yes,75.89," ? 10,372.08 "," ? 1,506.96 ",2.36,94%
Vendor_04,Epsilon_Group,2023,Electronics,Delivered,816,26.04,25.61,28,Yes,72.29," ? 20,897.76 ", ? 350.88 ,3.43,98%
Vendor_03,Delta_Logistics,2022,Packaging,Delivered,447,23.62,21.81,50,Yes,70.18," ? 9,749.07 ", ? 809.07 ,11.19,61%
Vendor_03,Delta_Logistics,2023,Packaging,Partially Delivered,920,73.09,70.14,155,Yes,10.53," ? 64,528.80 "," ? 2,714.00 ",16.85,61%
Vendor_04,Epsilon_Group,2022,Packaging,Partially Delivered,844,26.37,25.08,38,Yes,8.43," ? 21,167.52 "," ? 1,088.76 ",4.50,98%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,442,41.73,36.45,15,Yes,72.29," ? 16,110.90 "," ? 2,333.76 ",3.39,98%
Vendor_02,Beta_Supplies,2023,Electronics,Cancelled,256,96.15,83.44,26,Yes,8.97," ? 21,360.64 "," ? 3,253.76 ",10.16,76%
Vendor_03,Delta_Logistics,2022,MRO,Partially Delivered,1088,55.29,53.04,161,No,10.53," ? 57,707.52 "," ? 2,448.00 ",14.80,39%
Vendor_02,Beta_Supplies,2022,Office Supplies,Delivered,1931,72.88,64.69,187,Yes,70.51," ? 1,24,916.39 "," ? 15,814.89 ",9.68,76%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,1627,25.76,25.09,74,Yes,72.03," ? 40,821.43 "," ? 1,090.09 ",4.55,86%
Vendor_02,Beta_Supplies,2022,Packaging,Delivered,941,28.4,27.21,105,No,70.51," ? 25,604.61 "," ? 1,119.79 ",11.16,24%
Vendor_05,Gamma_Co,2023,MRO,Delivered,1534,14.98,12.79,55,Yes,72.03," ? 19,619.86 "," ? 3,359.46 ",3.59,86%
Vendor_01,Alpha_Inc,2022,Raw Materials,Delivered,1764,25.46,24.52,46,Yes,75.89," ? 43,253.28 "," ? 1,658.16 ",2.61,94%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,1648,35.42,31.46,155,No,70.18," ? 51,846.08 "," ? 6,526.08 ",9.41,39%
Vendor_05,Gamma_Co,2023,Packaging,Delivered,913,28.01,24.06,53,Yes,72.03," ? 21,966.78 "," ? 3,606.35 ",5.81,86%
Vendor_01,Alpha_Inc,2022,Packaging,Cancelled,792,18.16,17.25,17,Yes,9.22," ? 13,662.00 ", ? 720.72 ,2.15,94%
Vendor_04,Epsilon_Group,2023,Office Supplies,Partially Delivered,1314,22.63,21.06,44,Yes,8.43," ? 27,672.84 "," ? 2,062.98 ",3.35,98%
Vendor_02,Beta_Supplies,2022,MRO,Delivered,613,52.5,45.19,70,Yes,70.51," ? 27,701.47 "," ? 4,481.03 ",11.42,76%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,1070,29.14,26.63,24,Yes,75.89," ? 28,494.10 "," ? 2,685.70 ",2.24,94%
Vendor_05,Gamma_Co,2023,Raw Materials,Partially Delivered,145,47.49,42.76,6,Yes,12.59," ? 6,200.20 ", ? 685.85 ,4.14,86%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,1973,59.73,54.95,291,Yes,70.18," ? 1,08,416.35 "," ? 9,430.94 ",14.75,61%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,1807,78.63,73.08,100,Yes,72.29," ? 1,32,055.56 "," ? 10,028.85 ",5.53,98%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,534,13.88,12.51,100,Yes,72.29," ? 6,680.34 ", ? 731.58 ,18.73,98%
Vendor_01,Alpha_Inc,2022,Electronics,Delivered,1480,85.22,75.48,100,Yes,75.89," ? 1,11,710.40 "," ? 14,415.20 ",6.76,94%
Vendor_01,Alpha_Inc,2023,Office Supplies,Delivered,280,72.16,62.38,100,Yes,75.89," ? 17,466.40 "," ? 2,738.40 ",35.71,94%
Vendor_02,Beta_Supplies,2023,Office Supplies,Cancelled,798,19.09,17.76,100,Yes,8.97," ? 14,172.48 "," ? 1,061.34 ",12.53,76%
Vendor_04,Epsilon_Group,2023,Electronics,Delivered,1728,94.83,90.2,100,Yes,72.29," ? 1,55,865.60 "," ? 8,000.64 ",5.79,98%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,1244,96.13,84.78,43,Yes,72.29," ? 1,05,466.32 "," ? 14,119.40 ",3.46,98%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,590,16.89,15.56,46,No,70.51," ? 9,180.40 ", ? 784.70 ,7.80,24%
Vendor_03,Delta_Logistics,2023,Packaging,Delivered,1109,38.93,33.33,152,Yes,70.18," ? 36,962.97 "," ? 6,210.40 ",13.71,61%
Vendor_02,Beta_Supplies,2022,MRO,Delivered,574,85.03,82.55,54,Yes,70.51," ? 47,383.70 "," ? 1,423.52 ",9.41,76%
Vendor_05,Gamma_Co,2024,Office Supplies,Delivered,1233,86.62,76.59,65,Yes,72.03," ? 94,435.47 "," ? 12,366.99 ",5.27,86%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,1912,27.94,25.59,83,No,72.03," ? 48,928.08 "," ? 4,493.20 ",4.34,14%
Vendor_01,Alpha_Inc,2023,Packaging,Delivered,1772,30.72,27.76,46,No,75.89," ? 49,190.72 "," ? 5,245.12 ",2.60,6%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,1316,48.11,41.9,135,Yes,70.51," ? 55,140.40 "," ? 8,172.36 ",10.26,76%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,1159,59.24,58.08,105,Yes,70.51," ? 67,314.72 "," ? 1,344.44 ",9.06,76%
Vendor_01,Alpha_Inc,2023,Office Supplies,Delivered,1869,69.58,67.5,31,Yes,75.89," ? 1,26,157.50 "," ? 3,887.52 ",1.66,94%
Vendor_03,Delta_Logistics,2023,Packaging,Delivered,627,46.23,42.87,155,Yes,70.18," ? 26,879.49 "," ? 2,106.72 ",24.72,61%
Vendor_02,Beta_Supplies,2023,Raw Materials,Pending,731,56.02,54.78,70,No,12.18," ? 40,044.18 ", ? 906.44 ,9.58,24%
Vendor_04,Epsilon_Group,2023,Office Supplies,Cancelled,606,83.07,79.22,16,Yes,8.43," ? 48,007.32 "," ? 2,333.10 ",2.64,98%
Vendor_02,Beta_Supplies,2022,Office Supplies,Delivered,1647,13.57,12.33,157,Yes,70.51," ? 20,307.51 "," ? 2,042.28 ",9.53,76%
Vendor_03,Delta_Logistics,2022,MRO,Delivered,1062,34.03,30.46,155,Yes,70.18," ? 32,348.52 "," ? 3,791.34 ",14.60,61%
Vendor_02,Beta_Supplies,2022,Office Supplies,Delivered,695,76.8,69.76,105,No,70.51," ? 48,483.20 "," ? 4,892.80 ",15.11,24%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,845,91.47,86.97,33,Yes,72.29," ? 73,489.65 "," ? 3,802.50 ",3.91,98%
Vendor_05,Gamma_Co,2022,MRO,Delivered,1101,59.13,52.51,54,Yes,72.03," ? 57,813.51 "," ? 7,288.62 ",4.90,86%
Vendor_05,Gamma_Co,2022,Raw Materials,Delivered,1693,57.89,49.84,88,Yes,72.03," ? 84,379.12 "," ? 13,628.65 ",5.20,86%
Vendor_03,Delta_Logistics,2023,Office Supplies,Cancelled,1629,21.51,19.41,250,No,9.36," ? 31,618.89 "," ? 3,420.90 ",15.35,39%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,1413,54.79,50.42,155,Yes,70.18," ? 71,243.46 "," ? 6,174.81 ",10.97,61%
Vendor_04,Epsilon_Group,2022,Packaging,Delivered,1871,59.96,58.54,47,Yes,72.29," ? 1,09,528.34 "," ? 2,656.82 ",2.51,98%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,1404,34.85,30.5,78,Yes,72.03," ? 42,822.00 "," ? 6,107.40 ",5.56,86%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,1713,35.43,34.11,74,Yes,72.03," ? 58,430.43 "," ? 2,261.16 ",4.32,86%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,1579,43.96,43.41,74,Yes,72.03," ? 68,544.39 ", ? 868.45 ,4.69,86%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,1421,11.92,11.72,76,Yes,72.03," ? 16,654.12 ", ? 284.20 ,5.35,86%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,1546,43.47,37.37,53,Yes,72.29," ? 57,774.02 "," ? 9,430.60 ",3.43,98%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,1304,32.08,29.36,155,Yes,70.18," ? 38,285.44 "," ? 3,546.88 ",11.89,61%
Vendor_03,Delta_Logistics,2022,Raw Materials,Delivered,239,39.87,35.47,32,Yes,70.18," ? 8,477.33 "," ? 1,051.60 ",13.39,61%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,1298,21.51,20.83,24,Yes,75.89," ? 27,037.34 ", ? 882.64 ,1.85,94%
Vendor_03,Delta_Logistics,2022,MRO,Delivered,1458,91.05,81.56,220,Yes,70.18," ? 1,18,914.48 "," ? 13,836.42 ",15.09,61%
Vendor_05,Gamma_Co,2022,MRO,Delivered,1450,63.74,59.11,71,Yes,72.03," ? 85,709.50 "," ? 6,713.50 ",4.90,86%
Vendor_02,Beta_Supplies,2022,Electronics,Delivered,1356,75.03,63.86,131,Yes,70.51," ? 86,594.16 "," ? 15,146.52 ",9.66,76%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,682,81.84,71.86,40,Yes,72.03," ? 49,008.52 "," ? 6,806.36 ",5.87,86%
Vendor_05,Gamma_Co,2023,Packaging,Delivered,677,59.52,55.29,39,Yes,72.03," ? 37,431.33 "," ? 2,863.71 ",5.76,86%
Vendor_03,Delta_Logistics,2022,Office Supplies,Delivered,1022,18.54,16.55,150,Yes,70.18," ? 16,914.10 "," ? 2,033.78 ",14.68,61%
Vendor_01,Alpha_Inc,2022,Raw Materials,Delivered,1818,60.96,57.13,41,Yes,75.89," ? 1,03,862.34 "," ? 6,962.94 ",2.26,94%
Vendor_04,Epsilon_Group,2023,Electronics,Delivered,1332,69.73,63.8,41,Yes,72.29," ? 84,981.60 "," ? 7,898.76 ",3.08,98%
Vendor_02,Beta_Supplies,2023,Raw Materials,Delivered,1432,83.26,77.67,174,Yes,70.51," ? 1,11,223.44 "," ? 8,004.88 ",12.15,76%
Vendor_02,Beta_Supplies,2022,Packaging,Pending,759,50.56,46.47,63,No,12.18," ? 35,270.73 "," ? 3,104.31 ",8.30,24%
Vendor_01,Alpha_Inc,2023,Packaging,Delivered,1529,23.42,22.44,30,Yes,75.89," ? 34,310.76 "," ? 1,498.42 ",1.96,94%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,1484,36.25,31.8,61,Yes,72.03," ? 47,191.20 "," ? 6,603.80 ",4.11,86%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,698,46.73,45.61,15,Yes,72.29," ? 31,835.78 ", ? 781.76 ,2.15,98%
Vendor_04,Epsilon_Group,2023,Packaging,Pending,367,74.61,71.36,13,Yes,10.84," ? 26,189.12 "," ? 1,192.75 ",3.54,98%
Vendor_04,Epsilon_Group,2023,Office Supplies,Partially Delivered,1750,65.97,58.34,50,Yes,8.43," ? 1,02,095.00 "," ? 13,352.50 ",2.86,98%
Vendor_03,Delta_Logistics,2022,Office Supplies,Partially Delivered,1298,43.73,37.21,155,No,10.53," ? 48,298.58 "," ? 8,462.96 ",11.94,39%
Vendor_05,Gamma_Co,2023,Packaging,Delivered,1892,106.2,96.37,93,Yes,72.03," ? 1,82,332.04 "," ? 18,598.36 ",4.92,86%
Vendor_02,Beta_Supplies,2023,Electronics,Delivered,1307,68.71,60.64,141,Yes,70.51," ? 79,256.48 "," ? 10,547.49 ",10.79,76%
Vendor_02,Beta_Supplies,2022,Electronics,Delivered,733,32.29,29.01,78,Yes,70.51," ? 21,264.33 "," ? 2,404.24 ",10.64,76%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,713,19.45,18.82,31,Yes,72.03," ? 13,418.66 ", ? 449.19 ,4.35,86%
Vendor_02,Beta_Supplies,2022,Packaging,Delivered,1900,24.11,23.45,188,Yes,70.51," ? 44,555.00 "," ? 1,254.00 ",9.89,76%
Vendor_03,Delta_Logistics,2023,MRO,Cancelled,1447,35.67,35.07,224,No,9.36," ? 50,746.29 ", ? 868.20 ,15.48,39%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,1745,26.17,22.25,55,Yes,72.29," ? 38,826.25 "," ? 6,840.40 ",3.15,98%
Vendor_02,Beta_Supplies,2022,Office Supplies,Delivered,1681,28.26,26.62,143,Yes,70.51," ? 44,748.22 "," ? 2,756.84 ",8.51,76%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,1545,38.15,36.96,214,Yes,70.18," ? 57,103.20 "," ? 1,838.55 ",13.85,61%
Vendor_04,Epsilon_Group,2023,Raw Materials,Delivered,1306,27.27,25.96,39,Yes,72.29," ? 33,903.76 "," ? 1,710.86 ",2.99,98%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,1765,97.51,84.3,65,Yes,72.03," ? 1,48,789.50 "," ? 23,315.65 ",3.68,86%
Vendor_05,Gamma_Co,2022,Packaging,Cancelled,1186,17.31,16,64,Yes,4.20," ? 18,976.00 "," ? 1,553.66 ",5.40,86%
Vendor_03,Delta_Logistics,2023,Packaging,Delivered,1903,63.5,56.09,254,Yes,70.18," ? 1,06,739.27 "," ? 14,101.23 ",13.35,61%
Vendor_03,Delta_Logistics,2023,MRO,Delivered,1570,52.1,47.87,155,No,70.18," ? 75,155.90 "," ? 6,641.10 ",9.87,39%
Vendor_03,Delta_Logistics,2023,MRO,Delivered,491,108.75,93.35,155,No,70.18," ? 45,834.85 "," ? 7,561.40 ",31.57,39%
Vendor_02,Beta_Supplies,2022,Electronics,Partially Delivered,613,20.38,20.17,58,Yes,8.33," ? 12,364.21 ", ? 128.73 ,9.46,76%
Vendor_05,Gamma_Co,2022,Raw Materials,Partially Delivered,1341,46.27,43.94,63,Yes,12.59," ? 58,923.54 "," ? 3,124.53 ",4.70,86%
Vendor_02,Beta_Supplies,2023,MRO,Partially Delivered,1583,103.57,89.38,164,Yes,8.33," ? 1,41,488.54 "," ? 22,462.77 ",10.36,76%
Vendor_02,Beta_Supplies,2022,Raw Materials,Cancelled,1880,92.73,90.78,173,Yes,8.97," ? 1,70,666.40 "," ? 3,666.00 ",9.20,76%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,1459,84.79,82.72,47,Yes,72.29," ? 1,20,688.48 "," ? 3,020.13 ",3.22,98%
Vendor_03,Delta_Logistics,2022,Office Supplies,Delivered,1460,34.54,31.87,208,No,70.18," ? 46,530.20 "," ? 3,898.20 ",14.25,39%
Vendor_02,Beta_Supplies,2022,Packaging,Partially Delivered,1186,26.14,24.78,112,Yes,8.33," ? 29,389.08 "," ? 1,612.96 ",9.44,76%
Vendor_04,Epsilon_Group,2022,MRO,Pending,1686,72.28,65.21,53,Yes,10.84," ? 1,09,944.06 "," ? 11,920.02 ",3.14,98%
Vendor_01,Alpha_Inc,2023,MRO,Delivered,1698,102.07,100.69,28,Yes,75.89," ? 1,70,971.62 "," ? 2,343.24 ",1.65,94%
Vendor_04,Epsilon_Group,2023,Electronics,Delivered,1001,64.62,55.7,32,Yes,72.29," ? 55,755.70 "," ? 8,928.92 ",3.20,98%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,1154,62.67,54.11,25,Yes,75.89," ? 62,442.94 "," ? 9,878.24 ",2.17,94%
Vendor_01,Alpha_Inc,2023,Packaging,Cancelled,748,37.66,32.71,24,No,9.22," ? 24,467.08 "," ? 3,702.60 ",3.21,94%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,162,81.63,78.76,2,Yes,75.89," ? 12,759.12 ", ? 464.94 ,1.23,94%
Vendor_01,Alpha_Inc,2022,Packaging,Delivered,51,28.04,24.13,0,Yes,75.89," ? 1,230.63 ", ? 199.41 ,0.00,94%
Vendor_03,Delta_Logistics,2023,Office Supplies,Delivered,691,42.07,39.1,106,Yes,70.18," ? 27,018.10 "," ? 2,052.27 ",15.34,61%
Vendor_02,Beta_Supplies,2022,Office Supplies,Delivered,269,50.22,45.75,32,No,70.51," ? 12,306.75 "," ? 1,202.43 ",11.90,24%
Vendor_02,Beta_Supplies,2022,Electronics,Pending,1639,56.24,55.4,147,Yes,12.18," ? 90,800.60 "," ? 1,376.76 ",8.97,76%
Vendor_01,Alpha_Inc,2023,Raw Materials,Delivered,904,34.04,30.06,26,Yes,75.89," ? 27,174.24 "," ? 3,597.92 ",2.88,94%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,1809,22.17,19.65,105,Yes,70.51," ? 35,546.85 "," ? 4,558.68 ",5.80,76%
Vendor_01,Alpha_Inc,2022,Packaging,Delivered,1298,65.93,58.95,24,Yes,75.89," ? 76,517.10 "," ? 9,060.04 ",1.85,94%
Vendor_02,Beta_Supplies,2022,Packaging,Delivered,434,36.16,34.79,41,Yes,70.51," ? 15,098.86 ", ? 594.58 ,9.45,76%
Vendor_04,Epsilon_Group,2023,Electronics,Delivered,1476,68.85,65.28,43,Yes,72.29," ? 96,353.28 "," ? 5,269.32 ",2.91,98%
Vendor_03,Delta_Logistics,2023,Raw Materials,Partially Delivered,1711,26.04,24.81,290,Yes,10.53," ? 42,449.91 "," ? 2,104.53 ",16.95,61%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,1203,53.3,47.68,49,Yes,72.03," ? 57,359.04 "," ? 6,760.86 ",4.07,86%
Vendor_01,Alpha_Inc,2022,Electronics,Delivered,1126,58.8,52.22,24,Yes,75.89," ? 58,799.72 "," ? 7,409.08 ",2.13,94%
Vendor_04,Epsilon_Group,2022,Packaging,Delivered,1757,15.18,13.06,63,Yes,72.29," ? 22,946.42 "," ? 3,724.84 ",3.59,98%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,779,41.3,36.28,20,Yes,72.29," ? 28,262.12 "," ? 3,910.58 ",2.57,98%
Vendor_03,Delta_Logistics,2023,Office Supplies,Delivered,1745,23.53,22.57,282,No,70.18," ? 39,384.65 "," ? 1,675.20 ",16.16,39%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,1783,16.96,15.8,295,Yes,70.18," ? 28,171.40 "," ? 2,068.28 ",16.55,61%
Vendor_01,Alpha_Inc,2023,Office Supplies,Partially Delivered,1489,107.02,93.3,24,Yes,7.09," ? 1,38,923.70 "," ? 20,429.08 ",1.61,94%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,296,40.38,35.25,24,Yes,75.89," ? 10,434.00 "," ? 1,518.48 ",8.11,94%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,885,88.28,80.8,31,Yes,72.29," ? 71,508.00 "," ? 6,619.80 ",3.50,98%
Vendor_04,Epsilon_Group,2022,Raw Materials,Pending,1512,33.25,30.15,53,Yes,10.84," ? 45,586.80 "," ? 4,687.20 ",3.51,98%
Vendor_03,Delta_Logistics,2022,Office Supplies,Delivered,252,73.12,67.64,155,No,70.18," ? 17,045.28 "," ? 1,380.96 ",61.51,39%
Vendor_01,Alpha_Inc,2023,Electronics,Cancelled,1257,83.13,81.89,30,Yes,9.22," ? 1,02,935.73 "," ? 1,558.68 ",2.39,94%
Vendor_01,Alpha_Inc,2022,Packaging,Delivered,172,63.61,55.92,4,Yes,75.89," ? 9,618.24 "," ? 1,322.68 ",2.33,94%
Vendor_04,Epsilon_Group,2023,Packaging,Pending,450,55.85,49.88,9,Yes,10.84," ? 22,446.00 "," ? 2,686.50 ",2.00,98%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,816,48.95,43.42,45,Yes,72.03," ? 35,430.72 "," ? 4,512.48 ",5.51,86%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,343,44.5,38.57,7,Yes,72.29," ? 13,229.51 "," ? 2,033.99 ",2.04,98%
Vendor_05,Gamma_Co,2022,MRO,Delivered,329,97.87,85.35,21,No,72.03," ? 28,080.15 "," ? 4,119.08 ",6.38,14%
Vendor_01,Alpha_Inc,2023,Electronics,Delivered,1910,90.69,85.8,24,Yes,75.89," ? 1,63,878.00 "," ? 9,339.90 ",1.26,94%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,933,107.99,104.29,29,Yes,72.29," ? 97,302.57 "," ? 3,452.10 ",3.11,98%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,1683,23.09,21.88,253,Yes,70.18," ? 36,824.04 "," ? 2,036.43 ",15.03,61%
Vendor_02,Beta_Supplies,2023,Packaging,Pending,247,84.11,71.97,105,Yes,12.18," ? 17,776.59 "," ? 2,998.58 ",42.51,76%
Vendor_01,Alpha_Inc,2023,MRO,Delivered,1031,102.01,98.65,24,Yes,75.89," ? 1,01,708.15 "," ? 3,464.16 ",2.33,94%
Vendor_01,Alpha_Inc,2022,Packaging,Delivered,1980,26.97,24.16,41,Yes,75.89," ? 47,836.80 "," ? 5,563.80 ",2.07,94%
Vendor_04,Epsilon_Group,2022,Raw Materials,Delivered,1584,16.46,14.2,57,Yes,72.29," ? 22,492.80 "," ? 3,579.84 ",3.60,98%
Vendor_02,Beta_Supplies,2022,Office Supplies,Delivered,801,80.15,70.91,105,Yes,70.51," ? 56,798.91 "," ? 7,401.24 ",13.11,76%
Vendor_02,Beta_Supplies,2022,Packaging,Delivered,193,63.86,57.46,105,Yes,70.51," ? 11,089.78 "," ? 1,235.20 ",54.40,76%
Vendor_02,Beta_Supplies,2022,Raw Materials,Delivered,658,86.62,79.85,72,Yes,70.51," ? 52,541.30 "," ? 4,454.66 ",10.94,76%
Vendor_04,Epsilon_Group,2023,Electronics,Delivered,1274,24.72,23.36,37,Yes,72.29," ? 29,760.64 "," ? 1,732.64 ",2.90,98%
Vendor_04,Epsilon_Group,2023,Packaging,Partially Delivered,1197,88.92,78.82,31,Yes,8.43," ? 94,347.54 "," ? 12,089.70 ",2.59,98%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,236,28.43,28.11,11,Yes,72.03," ? 6,633.96 ", ? 75.52 ,4.66,86%
Vendor_05,Gamma_Co,2022,Raw Materials,Partially Delivered,1399,25.97,22.19,62,Yes,12.59," ? 31,043.81 "," ? 5,288.22 ",4.43,86%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,513,24.91,22.58,29,Yes,72.03," ? 11,583.54 "," ? 1,195.29 ",5.65,86%
Vendor_03,Delta_Logistics,2022,MRO,Delivered,1422,83.73,76.47,198,Yes,70.18," ? 1,08,740.34 "," ? 10,323.72 ",13.92,61%
Vendor_01,Alpha_Inc,2023,Office Supplies,Delivered,1844,76.51,73.05,24,Yes,75.89," ? 1,34,704.20 "," ? 6,380.24 ",1.30,94%
Vendor_05,Gamma_Co,2023,Electronics,Delivered,709,61.64,54.55,41,Yes,72.03," ? 38,675.95 "," ? 5,026.81 ",5.78,86%
Vendor_03,Delta_Logistics,2023,MRO,Delivered,813,45.68,41.78,155,No,70.18," ? 33,967.14 "," ? 3,170.70 ",19.07,39%
Vendor_03,Delta_Logistics,2023,Office Supplies,Delivered,1004,96.51,92.9,146,No,70.18," ? 93,271.60 "," ? 3,624.44 ",14.54,39%
Vendor_04,Epsilon_Group,2022,Raw Materials,Delivered,452,46.45,40.39,9,Yes,72.29," ? 18,256.28 "," ? 2,739.12 ",1.99,98%
Vendor_02,Beta_Supplies,2022,Raw Materials,Pending,1419,83.91,71.46,137,Yes,12.18," ? 1,01,401.74 "," ? 17,666.55 ",9.65,76%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,1584,53.73,51.92,167,No,70.51," ? 82,241.28 "," ? 2,867.04 ",10.54,24%
Vendor_05,Gamma_Co,2022,MRO,Pending,196,44.36,43.81,6,Yes,11.19," ? 8,586.76 ", ? 107.80 ,3.06,86%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,1221,53.19,46.18,29,Yes,75.89," ? 56,385.78 "," ? 8,559.21 ",2.38,94%
Vendor_01,Alpha_Inc,2022,Packaging,Delivered,913,37.5,36.2,24,Yes,75.89," ? 33,050.60 "," ? 1,186.90 ",2.63,94%
Vendor_01,Alpha_Inc,2023,Packaging,Delivered,1784,85.01,76.69,37,Yes,75.89," ? 1,36,814.96 "," ? 14,842.88 ",2.07,94%
Vendor_03,Delta_Logistics,2022,Raw Materials,Delivered,1893,55.8,52.35,155,Yes,70.18," ? 99,098.55 "," ? 6,530.85 ",8.19,61%
Vendor_03,Delta_Logistics,2023,Electronics,Pending,538,34.3,32.25,84,No,9.94," ? 17,350.50 "," ? 1,102.90 ",15.61,39%
Vendor_03,Delta_Logistics,2022,Office Supplies,Pending,978,94.15,87.7,149,No,9.94," ? 85,770.60 "," ? 6,308.10 ",15.24,39%
Vendor_04,Epsilon_Group,2023,Raw Materials,Cancelled,1713,47.45,42.05,53,Yes,8.43," ? 72,031.65 "," ? 9,250.20 ",3.09,98%
Vendor_03,Delta_Logistics,2022,Raw Materials,Pending,600,60.1,57.92,95,No,9.94," ? 34,752.00 "," ? 1,308.00 ",15.83,39%
Vendor_01,Alpha_Inc,2023,Electronics,Pending,387,100.28,85.54,5,Yes,7.80," ? 33,103.98 "," ? 5,704.38 ",1.29,94%
Vendor_01,Alpha_Inc,2022,MRO,Pending,921,68.83,59.13,22,Yes,7.80," ? 54,458.73 "," ? 8,933.70 ",2.39,94%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,690,22.47,21.94,77,Yes,70.51," ? 15,138.60 ", ? 365.70 ,11.16,76%
Vendor_01,Alpha_Inc,2023,Office Supplies,Cancelled,1852,104.04,94.89,36,Yes,9.22," ? 1,75,736.28 "," ? 16,945.80 ",1.94,94%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,522,66.83,58.01,74,Yes,70.18," ? 30,281.22 "," ? 4,604.04 ",14.18,61%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,200,44.16,43.13,21,Yes,70.18," ? 8,626.00 ", ? 206.00 ,10.50,61%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,1488,22.76,21.99,55,Yes,72.03," ? 32,721.12 "," ? 1,145.76 ",3.70,86%
Vendor_04,Epsilon_Group,2023,Electronics,Delivered,1371,87.16,78.13,43,Yes,72.29," ? 1,07,116.23 "," ? 12,380.13 ",3.14,98%
Vendor_01,Alpha_Inc,2023,Office Supplies,Delivered,1684,73.05,62.53,24,Yes,75.89," ? 1,05,300.52 "," ? 17,715.68 ",1.43,94%
Vendor_04,Epsilon_Group,2023,Electronics,Delivered,312,63.52,58.09,33,Yes,72.29," ? 18,124.08 "," ? 1,694.16 ",10.58,98%
